FECHA_CORTE,FECHA_REGISTRO,ID_DOC_DENUNCIA,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_DE_DENUNCIA,SITUACION_DENUNCIA,TIPO,SUBTIPO,MODALIDAD,FECHA_HECHO,HORA_HECHO,UBICACION,DESCRIPCION,FECHA_NACIMIENTO,EDAD_PERSONA,SEXO,ESTADO_CIVIL,GRADO_INSTRUCCION,OCUPACION,PAIS_NATAL,MES,LONGITUD,LATITUD
2024-04-25,2024-02-27,92a13028aa9e33d7501b8c83ba50488638d169c0dd07f3a717f230130159a77c,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,USURPACION,USURPACION,2024-02-27,1615,MZ E LT 19 AAHH CIUDADELA CHALACA CALLAO,CIUDADELA CHALACA,1974-12-18,49,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10907887,-12.0380733
2024-04-25,2024-02-28,ef09ad02267fee5dd98eab380cfb076024e3ffe4e757e7da34d7e638d38c1c7d,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-27,2330,AV. DOMINICOS CUADRA 5 CALLAO,BOCANEGRA,2002-04-21,21,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0995618,-12.0053119
2024-04-25,2024-02-05,73f6481631cc6a5b8fe18186c1ce9bef6f33a9459ccf3657cbf17fe87e462ecd,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-04,2230,AV ELMERTT FAUCETT CON AV ARGENTINA,LA LEGUA,2004-03-19,19,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.09802119,-12.04877791
2024-04-25,2024-02-22,c49c23a16651f079c8be96701dce34c53a5585fe3a602db765acb59f687721f5,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ROBO,ASALTO Y ROBO DE VEHICULOS,2024-02-22,755,AV ARGENTINA REF ESPALDA DE CENTRO COMERCIAL MINKA,DEPROVE - CALLAO,2004-07-23,19,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13882765,-12.0517504
2024-04-25,2024-02-11,4cadf85a8e56b67d8f05d052e986c254b7b5d94caa8e5c71fa416ed4969ffe91,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-11,2010,AVENIDA LA CHALACA,DULANTO,2002-09-11,21,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1027524,-12.0453874
2024-04-25,2024-02-13,2b88e96eaa3028e6f95a423c2b26e2af71332d5658a5bbe71e69446e2e249966,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,RESUELTA,PATRIMONIO,ROBO,ROBO,2024-02-13,920,PLAZA GARIBALDI  CALLAO 07021  PERU,CIUDADELA CHALACA,2000-08-12,23,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13882765,-12.0517504
2024-04-25,2024-02-19,c57f352c158decd2ff8b7d6d1beef2e94337557e5b8ad9e15f35a0517e125c40,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,ADMINISTRACION PUBLICA,COMETIDOS POR PARTICULARES,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2024-02-18,2230,JR. PUNO NRO. 627 CALLAO,CALLAO,1988-11-19,35,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.12538349,-12.04900243
2024-04-25,2024-02-08,29c9fc356461d9884dd0d9638be47de0d0b10ffce91eafa3a9cb3f6cdb2d1f67,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,ADMINISTRACION PUBLICA,COMETIDOS POR PARTICULARES,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2024-02-08,900,MZ B LOTE 33 LAS FRESAS CALLAO,JUAN INGUNZA VALDIVIA,1989-02-20,34,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.1120136,-12.04226758
2024-04-25,2024-02-05,ee4efbab609d0f6dc844a2dbb05841a4b0d3afea682eddb60a75f6d801b8e66d,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-05,1822,JR. 17 DE MAYO EL PASAJE PAEZ CALLAO,DULANTO,2001-10-21,22,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.114714,-12.0420029
2024-04-25,2024-02-14,71c5a5aade8d73c0e0eede97a10c619b76ac6e8ce9e8451ca4b8abf9cc4484b3,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ESTAFA,ESTAFA,2024-02-03,1748,JR. VIGIL NRO. 442 INTERIOR 02 CALLAO,CALLAO,2000-04-02,23,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10209521,-12.04171091
2024-04-25,2024-02-16,78183a7806db1350ffad803c2bcc93e9c7a909e24a4a134885de3beabc23b6f2,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-22,1200,JR CONSTITUCION N 226 CALLAO,DEPINCRI CALLAO/LA PUNTA,1997-06-01,26,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1043975,-12.0235384
2024-04-25,2024-02-02,1c8081bac19d84212c93e8bdf830fff13125068dd318146c2346015906291d50,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-01-31,1659,AV CONDE DE LEMOS NRO605,DEPINCRI BELLAVISTA/LA PERLA/C.DE LA LEGUA,1994-01-09,30,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12315189,-12.04954804
2024-04-25,2024-02-17,4c6675b81879cecd2b4aed04ba05983c332e0ce594dc69510da71548ad0df02a,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,APROPIACION ILICITA,APROPIACION IRREGULAR,2024-02-15,1639,JIRON GUSTAVO  PONS MUSSO 128 - REFERENCIA HOTEL PRINCIPE,BOCANEGRA,1995-05-03,28,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1349192,-12.0643241
2024-04-25,2024-02-11,79253673e64a33595a318cd3179955cd5673f0db5631e3d5e06b7a04ac4d00e9,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,"VIDA, CUERPO Y SALUD",HOMICIDIO,TENTATIVA DE HOMICIDIO,2024-02-11,600,CALLE 14 AV BOCANEGRA,JUAN INGUNZA VALDIVIA,1970-12-22,53,MASCULINO,SOLTERO,NO INDICA,MOTOTAXISTA,PERU,202402,-77.09746519,-12.00742889
2024-04-25,2024-02-22,206aee06084272e91d00c04c38202645b17d563f4b2174e6eba6ef3f2ed24f45,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,FE PUBLICA,"FALSIFICACION DE SELLOS, TIMBRES Y MARCAS",FABRICACION O FALSIFICACION DE SELLOS O TIMBRES OFICIALES,2024-02-15,930,QUILCA N1º 243- SECTOR 2 A.H. BOCANEGRA,BOCANEGRA,1979-11-28,44,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12186443,-12.05145766
2024-04-25,2024-02-14,909a4bd4b457491714629ce32ada7526aa3459d5e67c7b4831856e5594e4ea71,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ESTAFA,ESTAFA,2024-02-14,922,URB LOS  ARDOS MZ C LOTE 9A CALLAO 992252220,JUAN INGUNZA VALDIVIA,1991-12-22,32,FEMENINO,SOLTERO,NO INDICA,CAJERA,PERU,202402,-77.10383587,-12.00557347
2024-04-25,2024-02-17,9467ff21755bd93bac826a4c6d641076bd19c74e831e05276752a2ea27aab39f,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,PENDIENTE,PATRIMONIO,ESTAFA,ESTAFA,2024-02-07,1700,M Y M TRAVEL CARGO UBICADO EN EL CENTRO AEREO COMERCIAL,PLAYA RIMAC,1988-04-12,35,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.1043975,-12.0235384
2024-04-25,2024-02-29,7b3167050d62ab6e5f98c56b33b333a2e73ba0b5f99e856b68e08f9754cdddd7,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-28,2010,AV. FRANCISCO FORCELLEDO 438 URB. 2 DE JULIO -CALLAO,LA LEGUA,1978-05-27,45,MASCULINO,SOLTERO,NO INDICA,ADMINISTRADOR,PERU,202402,-77.1078174,-12.0518965
2024-04-25,2024-02-27,4094f8914a993a550de7f23e941eef96102e3ded74fbeef4248fcdcd49c36c04,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO,2024-02-27,1755,AV. CUZCO CON AV ELMER FAUCEET CALLAO,SARITA COLONIA,1997-08-25,26,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12184542,-12.00043375
2024-04-25,2024-02-08,094e26705cd355abae8edd0c4db20e101b98cc8fe7bf859a949114348da6543c,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ESTAFA,ESTAFA,2024-02-07,1730,ALAMEDA LOS MISIONEROS 324 INT 302 CIUDAD SATELITE SANTA ROSA,JUAN INGUNZA VALDIVIA,1996-06-04,27,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1014085,-12.0149287
2024-04-25,2024-02-17,c272fd522cf6366ef9b7bf84e6e055f2da0f3c5ff823189d1787ac921390af58,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-17,1320,A LA ALTURA DE LA AV. DOS DE MAYO CON EL JR. MANUEL RAYGADA CALLAO,CALLAO,1998-11-05,25,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.14006,-12.05306
2024-04-25,2024-02-08,3447b6e35580faf52c2128b5f27e9f82664cf2264e695e400b48cbbcae764e6e,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-06,1300,MZ B LOTE 12 PROVIVIENDA HORIZONTE AZUL III ETAPA,OQUENDO,1995-11-24,28,FEMENINO,SOLTERO,NO INDICA,CAJERA,PERU,202402,-77.12154256,-12.05131077
2024-04-25,2024-02-05,310e1a6cf169646e1b2c84e38ccd966e1095ec4768831c32792478a2b083e8df,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-05,1400,AV TUPAC AMARU 240 Y 244,CARMEN DE LA LEGUA,1970-12-23,53,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10876857,-12.02528025
2024-04-25,2024-02-24,d68ed0859c11cf20495a57523bd764387f56b971c642218c198689325db201ae,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-17,1700,MZ 5 LOTE 15 ASENTAMIENTO HUMANO MARQUEZ CALLAO,VENTANILLA,1978-08-04,45,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1338205,-11.9441473
2024-04-25,2024-02-16,159fd75f9b0b1a2cee9b93657118cc51ac2f21c059554b990facf28e1672a10b,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-16,1130,JR. SUPE 544  CALLAO 07001  PERU,CALLAO,1992-09-11,31,MASCULINO,SOLTERO,NO INDICA,MILITAR,PERU,202402,-77.1288736,-12.0546356
2024-04-25,2024-02-17,2d222b303b4a928f65362d489ed312be15b4419e04096fd3c51a804c15248818,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-17,2040,CALLE TERCERA NRO.634 CHACARITAS CALLAO,CIUDADELA CHALACA,1985-01-04,39,MASCULINO,SOLTERO,NO INDICA,OBRERO,PERU,202402,-77.1352666,-12.0511576
2024-04-25,2024-02-06,eda1f6ad72b10759fe223d204c58a010aad79903bc0f0542d97cb783a8964c8a,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-06,1640,AUXILIAR DE LA AV. MORALES DUAREZ DE ESTE A OESTE FRONTIS DE LA MZ. 2H DEL ASENT. H. TODOS UNIDOS,DULANTO,1969-02-25,54,FEMENINO,SOLTERO,NO INDICA,COMERCIANTE,PERU,202402,-77.12134944,-12.05091205
2024-04-25,2024-02-07,03d25c008a750bcbb9d5c8c58fc76026965782c191531b3a1c06ffc049e848d1,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ROBO,ROBO AGRAVADO,2024-02-07,1800,JR COLON 222  CALLAO,DEPINCRI CALLAO/LA PUNTA,1994-03-26,29,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1201117,-12.0438803
2024-04-25,2024-02-10,32c3cafa52ae8644869badda92440640e4acc68e06a325e732fa4eea7e9bfbec,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-03,730,XV4P+X47 CALLAO  CALLAO 07026  PERU,RAMON CASTILLA,1989-07-25,34,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1147176,-12.0425794
2024-04-25,2024-02-15,348e7a4d282304697ac8d4f167084537318305a1d9855a9c042be4e6583426a0,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-15,1900,AA HH GAMBETA ALTA MZ E LT 24,RAMON CASTILLA,1983-01-27,41,FEMENINO,SOLTERO,NO INDICA,INDEPENDIENTE,PERU,202402,-77.1201117,-12.0438803
2024-04-25,2024-02-17,e3b5db8b28f54adb0524c366d3f2e63e8eaa994344dfbd0716f04efc04452fcc,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-17,1520,AA HH NESTOR GAMBETA ALTA MZ J LT 34,RAMON CASTILLA,1998-05-20,25,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1201117,-12.0438803
2024-04-25,2024-02-09,dc0ae3fb9d3c80405c86a364cc51249857e96bfa3624fef374f092d9616bb0eb,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-07,1230,AH NUEVO PROGRESO,VILLA LOS REYES,1984-08-15,39,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1204184,-11.99201015
2024-04-25,2024-02-19,b8c5a752f09c35f85d62bea08a599ccdbeec40a5acf7089efe1b33641848930a,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-19,430,PSJ. BARLOVENTO MZ B-4 LT 06 AAHH PUERTO NUEVO CALLAO.,CIUDADELA CHALACA,2000-02-13,24,MASCULINO,SOLTERO,NO INDICA,INDEPENDIENTE,PERU,202402,-77.11254337,-12.03700217
2024-04-25,2024-02-19,ec69a9b44d552233cc3b4a586e5b0773e20dbd8ff574a9a892759c19a10d541e,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,PATRIMONIO,ROBO,ROBO DE CELULAR,2024-02-18,1100,AV 29 DE SEPTIEMBRE CON REPUBLICA DE PANAMA,CARMEN DE LA LEGUA,2001-01-26,23,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1330357,-12.0563133
2024-04-25,2024-02-20,d080f8d094f22167301902f1a27ee0e5e7609d7cd42547b68fc4114dc61e3699,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,PATRIMONIO,ESTAFA,ESTAFA,2024-02-19,1300,HOTEL SAN CARLOS UBICADA EN MZ H. LTE 13 URB. EL ALAMO  CALLAO,JUAN INGUNZA VALDIVIA,1997-03-20,26,FEMENINO,SOLTERO,NO INDICA,VENDEDOR,PERU,202402,-77.10812601,-12.00498854
2024-04-25,2024-02-04,b050ed3c2e886222d2c03c19ea76683605ea1192ef5a61a93e0cadfeb19a3150,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-04,140,COLEGIO NUESTRA SENORA DE FATIMA CALLAO,LA LEGUA,1991-01-16,33,MASCULINO,SOLTERO,NO INDICA,EMPLEADO,PERU,202402,-77.1084242,-12.0526025
2024-04-25,2024-02-28,ab26a17366e543f7c0816f009a9a5c65958d6f81273049df417ff04c247fa7f0,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA ECONOMICA O PATRIMONIAL,2024-02-26,303,AAHH SARITA COLONIA MZ Q LOTE 13 CALLAO,SARITA COLONIA,1992-10-05,31,FEMENINO,SOLTERO,NO INDICA,ESTUDIANTE,PERU,202402,-77.13260061,-12.02420369
2024-04-25,2024-02-21,7d083cd28ea998396538519fa57012b0c5eb1fa3ccc882005228f2cc76ad3dd7,70101,CALLAO,CALLAO,CALLAO,DENUNCIA VERBAL,RESUELTA,ADMINISTRACION PUBLICA,COMETIDOS POR PARTICULARES,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2024-02-21,520,INTERIOR DE LA MZ. C LT. 02 URB. SANTA BEATRIZ CALLAO,SARITA COLONIA,1979-06-27,44,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12857667,-11.99231924
2024-04-25,2024-02-07,006d9c309fb6b73053cbd9ed7c767eb9644d6a9a292b45cd0256909d038b1644,70104,CALLAO,CALLAO,LA PERLA,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-06,1100,URB BENJAMIN DOIG CALLE ELIAS CHUNGA MZ E8 LOTE 12 LA PERLA CALLAO,LA PERLA,1949-08-08,74,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.11086984,-12.06494685
2024-04-25,2024-02-10,a87e8569dd431261749eedbc8187ab2345b39e1d3c0e7eab272161b23e975433,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-10,1140,INMEDIACIONES DEL MERCADO DE MARQUEZ,MARQUEZ,1989-05-20,34,FEMENINO,SOLTERO,NO INDICA,PROMOTORA VENTAS,PERU,202402,-77.13522998,-11.94680613
2024-04-25,2024-02-07,e09102c826fcd076916c7dda15002f750b06dd55c0a550bdc74807de669ad0cd,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,DAÑOS,DAÑO SIMPLE,2024-02-06,2020,AV. STA. ROSA  PARQUE OLIMPICO CALLAO 07001  PERU,LA LEGUA,1980-06-29,43,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1150387,-12.0515162
2024-04-25,2024-02-18,e7b39d45dd0cb72bc06bcbc803bcbc90069feb2848716866b1f9c420dac0662d,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,LIBERTAD,VIOLACION SEXUAL,VIOLACION SEXUAL,2024-02-08,400,MZ. P1 LOTE 07 DEL AA.HH. 12 DE OCTUBRE II  VENTANILLA  CALLAO,VILLA LOS REYES,1966-10-25,57,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.14311686,-11.88591377
2024-04-25,2024-02-05,7eb6c43f26928523d20b28cd3d06ccd5e23c4bd58002c6124a6fff3a2da6d1c3,70101,CALLAO,CALLAO,CALLAO,OCURRENCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-03,838,AV JULIO C TELLO 751,CARMEN DE LA LEGUA,1993-11-15,30,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0912435,-12.0407474
2024-04-25,2024-02-17,583b8720db4a048f1821105385f1783e67ce9b317ca9e03bf8fc7e71c65b78f3,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-13,2250,SANTA ROSA E1 LT.16 COMITE 37 - CALLAO,DULANTO,1962-05-21,61,FEMENINO,SOLTERO,NO INDICA,AMA DE CASA,PERU,202402,-77.1119306,-12.0439356
2024-04-25,2024-02-01,9f5dfe11cb4317f3d3c1d130daeb7af538ac03177bebf6e4366f42589f3b46e5,70101,CALLAO,CALLAO,CALLAO,INTERVENCION,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-01-27,1430,PARADERO PRIMERO DE MAYO DE LA AV ELMER FAUCETT,DULANTO,1991-07-28,32,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.0993471,-12.04145847
2024-04-25,2024-02-08,d6883faa9fe3f156c09ac09b3cc7f596bcbb5573cb0bf9371b6e3244a3818bd5,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-08,1330,LA MAR 460  CALLAO 07021  PERU,CALLAO,1978-11-16,45,MASCULINO,SOLTERO,NO INDICA,COBRADOR TRANSPORTE PUBLICO,PERU,202402,-77.14671487,-12.06057731
2024-04-25,2024-02-06,db272d57e02f18b62a1754f482d2236733d42cb1353653253161f77817df4f5b,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,APROPIACION ILICITA,APROPIACION IRREGULAR,2024-02-02,1530,CALLE MICAELA BASTIDAS 165 PRIMER PISO DE LA MZ I LOTE 27 A URB JORGE CHAVEZ  2 ETAPA,BOCANEGRA,1991-06-21,32,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1502838,-12.0611696
2024-04-25,2024-02-15,01175fed82d2e23befb38fcee0ef8c4523cd79c387d3affe242abb4982ae4790,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,ESTAFA,ESTAFA,2024-02-14,940,PARQUE AUGUSTO R LEGUIA,LA LEGUA,1991-10-10,32,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1012937,-12.0534429
2024-04-25,2024-02-29,23cd5920ea6542c69bbb3010b5e7fe8048075659901c23a5b6d9f3c157918f53,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,PENDIENTE,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-29,2230,AV. ARGENTINA 5154 INTE. 2-CALLAO,LA LEGUA,1982-01-04,42,FEMENINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.093249,-12.0481536
2024-04-25,2024-02-12,5ee0e3e9db4c99c79e4b4b1e0626cd72490c62cd10c42fe96ce16755a9a4708c,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-10,2315,MUELLE ARTESANAL DEL CALLAO,CIUDADELA CHALACA,1968-03-05,55,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.13827129,-12.04481876
2024-04-25,2024-02-09,44c660176cfd22b56ed47528451a0b115b3531f94c4262d7d2cc160fe8cdb186,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-09,1930,AV SAENS PEA CALLAO,CIUDADELA CHALACA,1986-04-03,37,MASCULINO,SOLTERO,NO INDICA,OPERARIO,PERU,202402,-77.1370233,-12.0600776
2024-04-25,2024-02-11,b04a72dbcded46548de0ecb47b1e3bb886c4f69b0949aa60dc65779533940b3c,70106,CALLAO,CALLAO,VENTANILLA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-11,900,MZ P LOTE 16 AA.HH 05 DE ENERO PACHACUTEC,PACHACUTEC,1981-11-17,42,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10214377,-11.91125725
2024-04-25,2024-02-08,881f15a327f0d9a77ee8291d218cf12486e15645c7113c8a90f491352e40b98f,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,PATRIMONIO,HURTO,HURTO AGRAVADO,2024-02-08,615,AVENIDA ELMER FAUCETT AVENIDA PRIMERO DE MAYO,DULANTO,1993-12-29,30,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.12201463,-12.05340923
2024-04-25,2024-02-10,fcf6bf6c4e8caf7c15c852256ba4d1690f64cf654e32f67c92e1b2cf3d7ebad9,70101,CALLAO,CALLAO,CALLAO,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA PSICOLOGICA,2024-02-10,2010,JR ANDAHUAYLAS  MZ B LT 28 COMITE 2 SANTA ROSA CALLAO,DULANTO,1993-11-21,30,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.1145915,-12.0563359
2024-04-25,2024-02-11,f4bfba54776fef14a102058fb2b722486f821ce7766cf82088b8160402445a5e,70102,CALLAO,CALLAO,BELLAVISTA,DENUNCIA,RESUELTA,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA A MUJERES Y GGVV,VIOLENCIA FISICA,2024-02-11,400,JURISDICCION DE BELLAVISTA CALLAO,BELLAVISTA,1993-04-10,30,MASCULINO,SOLTERO,NO INDICA,NO INDICA,PERU,202402,-77.10608866,-12.05874608
